"geoname","lntitle","geoid","lnnumber","tot_est","tot_moe","adu_est","adu_moe","cit_est","cit_moe","cvap_est","cvap_moe","cvap_tot","cvap_tot_moe","prc_cvap","prc_cvap_moe","prc_cvap_cv"
"San Bernardino County, California","American Indian or Alaska Native Alone","05000US06071",3,7500,746,5650,524,7410,740,5575,521,1347820,4037,0.00413630900268582,0.000386351543707329,0.0567810964209645
"San Bernardino County, California","Asian Alone","05000US06071",4,147395,1235,117545,880,113160,1859,86425,1510,1347820,4037,0.0641220637770622,0.00110374245909751,0.0104639186688446
"San Bernardino County, California","Black or African American Alone","05000US06071",5,170710,2201,127290,1244,167300,2224,124305,1332,1347820,4037,0.0922267068302889,0.000948870562316197,0.00625438151649502
"San Bernardino County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06071",6,6200,492,4630,337,5780,555,4270,374,1347820,4037,0.00316807882358178,0.000277322829932079,0.0532137349912879
"San Bernardino County, California","American Indian or Alaska Native and White","05000US06071",8,8345,738,6845,523,8340,738,6840,524,1347820,4037,0.00507486162840735,0.000388478687721958,0.0465347184348646
"San Bernardino County, California","Asian and White","05000US06071",9,13050,1157,6860,800,12715,1140,6585,780,1347820,4037,0.00488566722559392,0.000578527245594845,0.0719836777568661
"San Bernardino County, California","Black or African American and White","05000US06071",10,14430,1605,6785,879,14380,1609,6735,883,1347820,4037,0.00499695805077829,0.000654961003959632,0.0796789930889421
"San Bernardino County, California","American Indian or Alaska Native and Black or African American","05000US06071",11,3495,1000,2725,574,3485,1001,2720,573,1347820,4037,0.00201807363000994,0.000425087979077975,0.128048918281977
"San Bernardino County, California","Remainder of Two or More Race Responses","05000US06071",12,10375,1318,6360,863,9925,1259,5910,801,1347820,4037,0.00438485851226425,0.000594147866425645,0.0823707566204118
"San Bernardino County, California","Hispanic or Latino","05000US06071",13,1127815,0,763595,0,951740,3158,595690,2944,1347820,4037,0.441965544360523,0.0017374226113888,0.0023897427565745
"San Diego County, California","American Indian or Alaska Native Alone","05000US06073",3,12365,787,9830,641,12355,788,9815,639,2237310,6262,0.00438696470314798,0.00028534678785599,0.0395405718211276
"San Diego County, California","Asian Alone","05000US06073",4,384745,2691,316335,1685,300170,3692,238205,2954,2237310,6262,0.10646937617049,0.00128626744951867,0.00734413527487048
"San Diego County, California","Black or African American Alone","05000US06073",5,156365,1783,123040,1097,150495,1789,118320,1229,2237310,6262,0.0528849377153814,0.000529002004984786,0.00608078178476643
"San Diego County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06073",6,12895,812,10935,582,12400,770,10460,578,2237310,6262,0.00467525734028811,0.000258014346765849,0.0335484478815055
"San Diego County, California","American Indian or Alaska Native and White","05000US06073",8,12400,801,9750,644,12365,804,9720,643,2237310,6262,0.00434450299690253,0.000287141350843791,0.0401781314906327
"San Diego County, California","Asian and White","05000US06073",9,50065,2140,26750,1343,47665,2079,24970,1274,2237310,6262,0.0111607242626189,0.00056857637191725,0.0309692385307155
"San Diego County, California","Black or African American and White","05000US06073",10,19385,1534,9970,923,19230,1503,9820,900,2237310,6262,0.00438919952979247,0.000402081167252834,0.0556881134776394
"San Diego County, California","American Indian or Alaska Native and Black or African American","05000US06073",11,1935,397,1580,305,1935,397,1580,305,2237310,6262,0.000706205219661111,0.00013631009503021,0.117335977342941
"San Diego County, California","Remainder of Two or More Race Responses","05000US06073",12,25145,1852,15475,1266,24510,1796,14890,1206,2237310,6262,0.00665531374731262,0.000538718235902507,0.0492070399287598
"San Diego County, California","Hispanic or Latino","05000US06073",13,1106925,0,773770,0,890850,4704,568860,4282,2237310,6262,0.254260696997734,0.00177667932838769,0.00424779856539727
"San Francisco County, California","American Indian or Alaska Native Alone","05000US06075",3,1395,243,1255,221,1395,243,1255,221,646545,3301,0.00194108685396995,0.000341673190052902,0.107004004728928
"San Francisco County, California","Asian Alone","05000US06075",4,297135,1337,263145,1018,243310,2313,212020,2130,646545,3301,0.327927677114509,0.00283727431566807,0.00525965613275461
"San Francisco County, California","Black or African American Alone","05000US06075",5,44290,696,37505,489,42415,792,35825,615,646545,3301,0.0554099095963931,0.000908167046855267,0.00996351078989666
"San Francisco County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06075",6,2750,347,2255,216,2495,336,1995,224,646545,3301,0.00308563209057374,0.000346098570128336,0.0681851437175384
"San Francisco County, California","American Indian or Alaska Native and White","05000US06075",8,2780,247,2350,222,2770,245,2340,221,646545,3301,0.00361923764007146,0.000341317058750107,0.0573290826253054
"San Francisco County, California","Asian and White","05000US06075",9,20585,1202,11935,918,19780,1177,11190,887,646545,3301,0.017307379996752,0.00136905886342822,0.0480866906706865
"San Francisco County, California","Black or African American and White","05000US06075",10,5385,664,3120,432,5130,630,2880,374,646545,3301,0.00445444632624179,0.000578012103709828,0.0788818886341335
"San Francisco County, California","American Indian or Alaska Native and Black or African American","05000US06075",11,525,190,525,189,525,190,525,189,646545,3301,0.000812008444887827,0.000292293640424143,0.218822974957913
"San Francisco County, California","Remainder of Two or More Race Responses","05000US06075",12,6360,906,4485,651,5955,811,4080,554,646545,3301,0.00631046562884254,0.000856256305671049,0.0824852841572931
"San Francisco County, California","Hispanic or Latino","05000US06075",13,132650,0,105430,0,102475,1804,76580,1713,646545,3301,0.118444965160971,0.00257953034896685,0.0132390900151124
"San Joaquin County, California","American Indian or Alaska Native Alone","05000US06077",3,1805,348,1340,204,1770,345,1310,203,448975,2730,0.00291775711342502,0.000451792776682325,0.0941291732573595
"San Joaquin County, California","Asian Alone","05000US06077",4,111050,1266,83355,674,89005,2120,63485,1640,448975,2730,0.141399855225792,0.00355013529322891,0.0152626532249554
"San Joaquin County, California","Black or African American Alone","05000US06077",5,50200,900,37300,486,49305,996,36525,610,448975,2730,0.0813519683724038,0.00126540113282919,0.00945571232780954
"San Joaquin County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06077",6,3960,269,2900,207,3520,347,2535,256,448975,2730,0.00564619410880339,0.000569153129522772,0.0612784005869167
"San Joaquin County, California","American Indian or Alaska Native and White","05000US06077",8,4255,389,3370,241,4255,389,3370,241,448975,2730,0.00750598585667353,0.000534834385409818,0.0433157338918173
"San Joaquin County, California","Asian and White","05000US06077",9,8585,1047,4430,547,7870,919,3935,504,448975,2730,0.00876440781780723,0.00112129122974832,0.0777731958730976
"San Joaquin County, California","Black or African American and White","05000US06077",10,4820,687,2220,390,4820,687,2220,390,448975,2730,0.00494459602427752,0.000868124772006065,0.106729735072544
"San Joaquin County, California","American Indian or Alaska Native and Black or African American","05000US06077",11,955,387,810,307,955,387,810,307,448975,2730,0.00180410936020937,0.000683691719307572,0.23037298936254
"San Joaquin County, California","Remainder of Two or More Race Responses","05000US06077",12,6560,846,3785,540,6330,796,3560,493,448975,2730,0.00792917200289548,0.00109699769586434,0.084103094242118
"San Joaquin County, California","Hispanic or Latino","05000US06077",13,301255,0,195195,0,241515,2062,138685,1859,448975,2730,0.308892477309427,0.00369003502400157,0.00726201688351324
"San Luis Obispo County, California","American Indian or Alaska Native Alone","05000US06079",3,1365,217,1165,237,1365,217,1165,237,217015,1005,0.00536829251434233,0.00109180740444871,0.123635719569739
"San Luis Obispo County, California","Asian Alone","05000US06079",4,10060,431,8805,391,8820,468,7635,446,217015,1005,0.0351818998686727,0.00204868902968936,0.0353989884035119
"San Luis Obispo County, California","Black or African American Alone","05000US06079",5,4960,368,4390,304,4805,348,4235,293,217015,1005,0.019514780084326,0.00134710906298279,0.0419636440149156
"San Luis Obispo County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06079",6,275,141,230,129,265,143,220,130,217015,1005,0.00101375480957538,0.000599018536162272,0.359204221125326
"San Luis Obispo County, California","American Indian or Alaska Native and White","05000US06079",8,1745,216,1430,236,1745,216,1430,236,217015,1005,0.00658940626223994,0.00108705420074046,0.100285700416048
"San Luis Obispo County, California","Asian and White","05000US06079",9,3285,428,2055,372,3240,431,2010,370,217015,1005,0.0092620325783932,0.00170441164573523,0.111867075957366
"San Luis Obispo County, California","Black or African American and White","05000US06079",10,865,279,580,245,865,279,580,245,217015,1005,0.00267262631615326,0.00112888637194636,0.256771068030542
"San Luis Obispo County, California","American Indian or Alaska Native and Black or African American","05000US06079",11,305,326,270,284,305,326,270,284,217015,1005,0.00124415362993341,0.00130865261598624,0.639417420822366
"San Luis Obispo County, California","Remainder of Two or More Race Responses","05000US06079",12,750,259,555,221,750,259,555,221,217015,1005,0.00255742690597424,0.00101829391421217,0.242049403097295
"San Luis Obispo County, California","Hispanic or Latino","05000US06079",13,63000,0,44075,0,51690,1086,33680,975,217015,1005,0.155196645393176,0.00443491705715935,0.0173714979741287
"San Mateo County, California","American Indian or Alaska Native Alone","05000US06081",3,1175,224,935,180,1150,219,915,176,498140,2876,0.00183683301883005,0.00035315513743321,0.116877240294968
"San Mateo County, California","Asian Alone","05000US06081",4,213945,1210,178040,686,169620,2003,136300,1731,498140,2876,0.273617858433372,0.00309508964855249,0.00687642785795653
"San Mateo County, California","Black or African American Alone","05000US06081",5,16975,576,14385,406,16305,642,13875,440,498140,2876,0.027853615449472,0.00086852361872009,0.0189554524682155
"San Mateo County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06081",6,10530,420,7915,238,9125,511,6570,418,498140,2876,0.0131890633155338,0.000835659390457003,0.0385167329403017
"San Mateo County, California","American Indian or Alaska Native and White","05000US06081",8,1755,222,1355,180,1755,222,1355,180,498140,2876,0.00272011884209258,0.000361002767944674,0.0806783022797295
"San Mateo County, California","Asian and White","05000US06081",9,16695,969,7240,471,16035,953,6730,465,498140,2876,0.0135102581603565,0.000930207911713424,0.041855301909151
"San Mateo County, California","Black or African American and White","05000US06081",10,3610,466,1830,317,3470,466,1740,312,498140,2876,0.0034929939374473,0.000626005196756596,0.108946731199501
"San Mateo County, California","American Indian or Alaska Native and Black or African American","05000US06081",11,505,287,335,157,505,287,335,157,498140,2876,0.000672501706347613,0.000315148524853764,0.284876080698007
"San Mateo County, California","Remainder of Two or More Race Responses","05000US06081",12,6500,861,3860,556,6185,853,3565,555,498140,2876,0.00715662263620669,0.00111337819413793,0.0945733321899198
"San Mateo County, California","Hispanic or Latino","05000US06081",13,189000,0,135050,0,139640,2279,88220,2085,498140,2876,0.177098807564139,0.00405876112198383,0.013931951451194
"Santa Barbara County, California","American Indian or Alaska Native Alone","05000US06083",3,1405,271,1245,210,1405,271,1245,210,281700,1641,0.004419595314164,0.000745029199748816,0.10247664240878
"Santa Barbara County, California","Asian Alone","05000US06083",4,23145,482,20405,400,16765,570,14585,474,281700,1641,0.0517749378771743,0.00165538948732806,0.0194363496901744
"Santa Barbara County, California","Black or African American Alone","05000US06083",5,7895,445,6560,314,7590,441,6290,325,281700,1641,0.0223287184948527,0.0011463537974342,0.0312096553836323
"Santa Barbara County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06083",6,500,134,480,118,460,145,440,129,281700,1641,0.00156194533191338,0.000457843568833043,0.178190844625958
"Santa Barbara County, California","American Indian or Alaska Native and White","05000US06083",8,2365,269,1865,208,2360,268,1860,208,281700,1641,0.00660276890308839,0.000737371657548146,0.0678882230059525
"Santa Barbara County, California","Asian and White","05000US06083",9,4660,479,2725,347,4480,463,2545,328,281700,1641,0.00903443379481718,0.0011631692381613,0.0782665275831481
"Santa Barbara County, California","Black or African American and White","05000US06083",10,1755,379,1180,285,1680,365,1105,270,281700,1641,0.0039226127085552,0.000958194027305218,0.148495101014664
"Santa Barbara County, California","American Indian or Alaska Native and Black or African American","05000US06083",11,145,93,100,66,145,93,100,66,281700,1641,0.00035498757543486,0.000234282673562498,0.401200177158393
"Santa Barbara County, California","Remainder of Two or More Race Responses","05000US06083",12,1855,326,1340,245,1830,333,1320,248,281700,1641,0.00468583599574015,0.000879945907590143,0.114157116223701
"Santa Barbara County, California","Hispanic or Latino","05000US06083",13,200060,0,135085,0,145945,1759,84155,1575,281700,1641,0.298739794107206,0.0053133204376074,0.0108120246872151
"Santa Clara County, California","American Indian or Alaska Native Alone","05000US06085",3,3160,438,2390,341,3110,427,2360,329,1170245,4055,0.002016671722588,0.000281050851136246,0.0847195799515575
"Santa Clara County, California","Asian Alone","05000US06085",4,689240,2064,548490,1322,497055,3200,373000,2836,1170245,4055,0.318736674798867,0.00215712183093207,0.00411411790874792
"Santa Clara County, California","Black or African American Alone","05000US06085",5,45780,853,36515,604,41790,981,32845,679,1170245,4055,0.0280667723425437,0.000572011705327363,0.0123892935104291
"Santa Clara County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06085",6,6600,444,5165,281,6250,456,4850,312,1170245,4055,0.00414443129430162,0.000266223789233692,0.0390495482382455
"Santa Clara County, California","American Indian or Alaska Native and White","05000US06085",8,5930,440,4670,344,5885,444,4650,344,1170245,4055,0.00397352691103145,0.000293632907404733,0.0449223703926334
"Santa Clara County, California","Asian and White","05000US06085",9,38055,1889,18200,1162,36260,1748,16745,1010,1170245,4055,0.014308969489295,0.000861641760832562,0.0366060172171524
"Santa Clara County, California","Black or African American and White","05000US06085",10,6930,757,3525,519,6680,743,3345,506,1170245,4055,0.00285837581019359,0.000432274635612205,0.0919336542681777
"Santa Clara County, California","American Indian or Alaska Native and Black or African American","05000US06085",11,835,284,550,184,720,243,490,174,1170245,4055,0.000418715739011916,0.000148679734401416,0.215857224470672
"Santa Clara County, California","Remainder of Two or More Race Responses","05000US06085",12,10935,1007,6965,701,10420,979,6485,686,1170245,4055,0.00554157462753526,0.000585887452717291,0.0642710076426212
"Santa Clara County, California","Hispanic or Latino","05000US06085",13,495455,0,342970,0,386960,3129,241220,2941,1170245,4055,0.206127776662152,0.00240951526814875,0.00710603367777811
"Santa Cruz County, California","American Indian or Alaska Native Alone","05000US06087",3,360,132,360,132,360,132,360,132,190835,1395,0.0018864464065816,0.000691559542382015,0.22285336925105
"Santa Cruz County, California","Asian Alone","05000US06087",4,12220,433,11260,341,9270,455,8495,410,190835,1395,0.0445148950664186,0.00212366724193023,0.029001149477433
"Santa Cruz County, California","Black or African American Alone","05000US06087",5,2410,270,1990,209,2330,256,1905,193,190835,1395,0.00998244556816098,0.00100870889169365,0.0614275219894399
"Santa Cruz County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06087",6,210,65,200,56,200,58,190,53,190835,1395,0.000995624492362512,0.000277631453633582,0.169514632712093
"Santa Cruz County, California","American Indian or Alaska Native and White","05000US06087",8,2180,192,1890,168,2180,192,1890,168,190835,1395,0.00990384363455341,0.000877359744507661,0.0538527675151958
"Santa Cruz County, California","Asian and White","05000US06087",9,3490,393,1920,297,3490,393,1920,297,190835,1395,0.0100610475017685,0.00155457955199012,0.0939298976709836
"Santa Cruz County, California","Black or African American and White","05000US06087",10,1445,272,940,209,1445,272,940,209,190835,1395,0.00492572117274085,0.00109459487418306,0.13508828352501
"Santa Cruz County, California","American Indian or Alaska Native and Black or African American","05000US06087",11,35,42,35,42,35,42,35,42,190835,1395,0.000183404511750989,0.000220081330576747,0.729469747644178
"Santa Cruz County, California","Remainder of Two or More Race Responses","05000US06087",12,1700,371,1225,249,1665,380,1185,252,190835,1395,0.00620955275499777,0.00131973209974122,0.129199120338639
"Santa Cruz County, California","Hispanic or Latino","05000US06087",13,91675,0,63305,0,68045,1330,40840,1307,190835,1395,0.214006864568868,0.00666778991856105,0.0189403631505646
"Shasta County, California","American Indian or Alaska Native Alone","05000US06089",3,4045,359,2870,267,4045,359,2870,267,136015,631,0.0211006139028784,0.00196057652927697,0.0564836568695354
"Shasta County, California","Asian Alone","05000US06089",4,5330,357,4105,210,4035,361,2900,336,136015,631,0.0213211778112708,0.00246833470683177,0.0703763851063249
"Shasta County, California","Black or African American Alone","05000US06089",5,2140,224,1525,100,2065,228,1450,107,136015,631,0.0106605889056354,0.000785121794119984,0.0447702927689884
"Shasta County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06089",6,180,116,180,116,160,102,160,102,136015,631,0.00117634084475977,0.00074989743152462,0.387527732328348
"Shasta County, California","American Indian or Alaska Native and White","05000US06089",8,2930,372,2195,280,2930,372,2195,280,136015,631,0.0161379259640481,0.00205723464801638,0.077494380195373
"Shasta County, California","Asian and White","05000US06089",9,1150,324,510,183,1150,324,510,183,136015,631,0.00374958644267176,0.00134532738698433,0.218111573443796
"Shasta County, California","Black or African American and White","05000US06089",10,740,220,200,100,740,220,200,100,136015,631,0.00147042605594971,0.000735181380603452,0.303938284142184
"Shasta County, California","American Indian or Alaska Native and Black or African American","05000US06089",11,95,94,95,94,95,94,95,94,136015,631,0.000698452376576113,0.000691092650207287,0.601497148091148
"Shasta County, California","Remainder of Two or More Race Responses","05000US06089",12,945,251,500,176,945,251,500,176,136015,631,0.00367606513987428,0.00129386254264254,0.213963177796383
"Shasta County, California","Hispanic or Latino","05000US06089",13,17605,0,11695,0,15950,438,10280,318,136015,631,0.0755798992758152,0.00231153567570237,0.0185920975560097
"Sierra County, California","American Indian or Alaska Native Alone","05000US06091",3,25,26,25,26,25,26,25,26,2450,147,0.0102040816326531,0.0105945692672795,0.631165828688993
"Sierra County, California","Asian Alone","05000US06091",4,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","Black or African American Alone","05000US06091",5,4,3,4,3,4,3,4,3,2450,147,0.00163265306122449,0.00122056513904102,0.454465743259955
"Sierra County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06091",6,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","American Indian or Alaska Native and White","05000US06091",8,10,14,10,14,10,14,10,14,2450,147,0.00408163265306122,0.00570903548894885,0.850281881332808
"Sierra County, California","Asian and White","05000US06091",9,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","Black or African American and White","05000US06091",10,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","American Indian or Alaska Native and Black or African American","05000US06091",11,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","Remainder of Two or More Race Responses","05000US06091",12,0,12,0,12,0,12,0,12,2450,147,0,0.00489795918367347,Inf
"Sierra County, California","Hispanic or Latino","05000US06091",13,325,59,240,48,285,66,200,58,2450,147,0.0816326530612245,0.0231612423822222,0.172477336888889
"Siskiyou County, California","American Indian or Alaska Native Alone","05000US06093",3,1285,159,985,114,1285,159,985,114,33785,169,0.0291549504217848,0.00337112539350493,0.070290510496082
"Siskiyou County, California","Asian Alone","05000US06093",4,695,127,470,97,620,141,415,109,33785,169,0.0122835577919195,0.00322569868556898,0.159637060229169
"Siskiyou County, California","Black or African American Alone","05000US06093",5,620,74,500,58,610,70,495,56,33785,169,0.0146514725469883,0.00165591924111806,0.0687055743589985
"Siskiyou County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06093",6,120,57,80,35,120,57,80,35,33785,169,0.00236791475506882,0.00103589498833356,0.265940062164509
"Siskiyou County, California","American Indian or Alaska Native and White","05000US06093",8,1345,180,950,120,1345,180,950,120,33785,169,0.0281189877164422,0.0035490859602585,0.0767274798703142
"Siskiyou County, California","Asian and White","05000US06093",9,175,108,130,94,175,108,130,94,33785,169,0.00384786147698683,0.0027822332584476,0.439549921144036
"Siskiyou County, California","Black or African American and White","05000US06093",10,285,71,110,56,285,71,110,56,33785,169,0.00325588278821962,0.00165746031206313,0.309462816485508
"Siskiyou County, California","American Indian or Alaska Native and Black or African American","05000US06093",11,25,25,4,3,25,25,4,3,33785,169,0.000118395737753441,8.87948282782374e-05,0.455916910848062
"Siskiyou County, California","Remainder of Two or More Race Responses","05000US06093",12,235,114,125,59,235,114,125,59,33785,169,0.00369986680479503,0.00174623905832289,0.286913977315204
"Siskiyou County, California","Hispanic or Latino","05000US06093",13,5335,0,3510,0,4630,148,2840,147,33785,169,0.084060973804943,0.00433067722868284,0.0313181065480221
"Solano County, California","American Indian or Alaska Native Alone","05000US06095",3,1260,273,1105,229,1260,273,1105,229,306065,1575,0.00361034420792969,0.000747976380964083,0.125942808202436
"Solano County, California","Asian Alone","05000US06095",4,66230,902,54600,652,55795,1062,44915,922,306065,1575,0.146749873392907,0.00291624160484157,0.0120803596497651
"Solano County, California","Black or African American Alone","05000US06095",5,60055,768,47910,510,59250,826,47175,568,306065,1575,0.154133925800075,0.00167777643909357,0.00661713429858332
"Solano County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06095",6,3950,281,3075,229,3530,296,2735,263,306065,1575,0.00893601032460425,0.000858063304460671,0.0583726977833789
"Solano County, California","American Indian or Alaska Native and White","05000US06095",8,2600,275,2005,231,2600,275,2005,231,306065,1575,0.00655089605149233,0.000753988416709376,0.0699677750184281
"Solano County, California","Asian and White","05000US06095",9,7410,741,4080,516,7325,739,4005,513,306065,1575,0.0130854557038538,0.00167476137842115,0.0778033296201129
"Solano County, California","Black or African American and White","05000US06095",10,5590,699,2685,398,5530,691,2635,394,306065,1575,0.00860928234198618,0.00128654567437109,0.0908431857394061
"Solano County, California","American Indian or Alaska Native and Black or African American","05000US06095",11,810,374,570,212,810,374,570,212,306065,1575,0.00186234950092301,0.000692597021437111,0.226075515774702
"Solano County, California","Remainder of Two or More Race Responses","05000US06095",12,6290,834,3845,616,6220,840,3775,615,306065,1575,0.0123339813438322,0.00200837442481371,0.0989863915667557
"Solano County, California","Hispanic or Latino","05000US06095",13,114405,0,76865,0,92965,1225,56440,1130,306065,1575,0.184405273389639,0.00356799162830033,0.0117620924360672
"Sonoma County, California","American Indian or Alaska Native Alone","05000US06097",3,2080,332,1775,273,2080,332,1775,273,356020,1652,0.00498567496208078,0.000766461793527855,0.0934545923136391
"Sonoma County, California","Asian Alone","05000US06097",4,19800,790,16905,476,15660,836,12985,589,356020,1652,0.0364726700747149,0.00164572230828408,0.0274298287219553
"Sonoma County, California","Black or African American Alone","05000US06097",5,7205,541,5845,316,6185,563,4865,352,356020,1652,0.0136649626425482,0.00098667315855197,0.0438933737236913
"Sonoma County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06097",6,1405,204,1275,146,1080,219,945,161,356020,1652,0.00265434526150216,0.000452054026533725,0.10353019380617
"Sonoma County, California","American Indian or Alaska Native and White","05000US06097",8,4925,384,3800,290,4895,380,3770,294,356020,1652,0.0105892927363631,0.0008243331591956,0.0473227433564967
"Sonoma County, California","Asian and White","05000US06097",9,5315,547,2835,342,5300,545,2825,342,356020,1652,0.00793494747486096,0.000959914299443568,0.0735398098583316
"Sonoma County, California","Black or African American and White","05000US06097",10,3190,534,1640,314,3190,534,1640,314,356020,1652,0.00460648278186619,0.000881713869803965,0.116356947115282
"Sonoma County, California","American Indian or Alaska Native and Black or African American","05000US06097",11,130,85,130,85,130,85,130,85,356020,1652,0.000365148025391832,0.000238744619693789,0.397464856223441
"Sonoma County, California","Remainder of Two or More Race Responses","05000US06097",12,3240,723,1855,406,3075,702,1710,383,356020,1652,0.00480310094938487,0.0010755513684487,0.136126770186142
"Sonoma County, California","Hispanic or Latino","05000US06097",13,132985,0,89300,0,96690,1765,55480,1538,356020,1652,0.155833941913376,0.0042590342399739,0.0166143430214509
"Stanislaus County, California","American Indian or Alaska Native Alone","05000US06099",3,2600,375,2105,293,2595,374,2100,293,335015,2273,0.00626837604286375,0.000873553029785259,0.0847165634023762
"Stanislaus County, California","Asian Alone","05000US06099",4,28900,845,22730,501,23345,866,17665,602,335015,2273,0.0527289822843753,0.00176096152871189,0.0203018014789403
"Stanislaus County, California","Black or African American Alone","05000US06099",5,14540,550,10895,260,14265,542,10645,257,335015,2273,0.0317746966553736,0.000736214438818611,0.0140850053164116
"Stanislaus County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06099",6,3930,210,3160,129,3350,260,2590,235,335015,2273,0.00773099711953196,0.000699497243130072,0.0550027740332166
"Stanislaus County, California","American Indian or Alaska Native and White","05000US06099",8,3155,377,2535,290,3155,377,2530,290,335015,2273,0.00755190066116443,0.000864115132735635,0.0695583769702004
"Stanislaus County, California","Asian and White","05000US06099",9,4855,709,2325,382,4105,621,1900,353,335015,2273,0.0056713878483053,0.00105298132823215,0.112866594041815
"Stanislaus County, California","Black or African American and White","05000US06099",10,2290,521,955,225,2290,521,955,225,335015,2273,0.00285061862901661,0.000671333177056838,0.143163757737518
"Stanislaus County, California","American Indian or Alaska Native and Black or African American","05000US06099",11,70,50,50,50,70,50,50,50,335015,2273,0.000149247048639613,0.000149243613446786,0.607888743572947
"Stanislaus County, California","Remainder of Two or More Race Responses","05000US06099",12,2400,602,1350,335,2335,598,1285,330,335015,2273,0.00383564915003806,0.000984686690649991,0.156060606563035
"Stanislaus County, California","Hispanic or Latino","05000US06099",13,245975,0,159600,0,196570,2241,113135,1980,335015,2273,0.337701296956853,0.00544798572109167,0.00980702607008103
"Sutter County, California","American Indian or Alaska Native Alone","05000US06101",3,675,132,535,105,665,129,525,101,60875,760,0.00862422997946612,0.00165564025622042,0.116702388881075
"Sutter County, California","Asian Alone","05000US06101",4,14825,543,11720,370,11500,650,8530,535,60875,760,0.140123203285421,0.00861263099248504,0.0373645607434178
"Sutter County, California","Black or African American Alone","05000US06101",5,1810,191,1465,131,1775,192,1430,127,60875,760,0.0234907597535934,0.00206552609267992,0.0534524628103343
"Sutter County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06101",6,375,28,290,12,345,39,270,23,60875,760,0.004435318275154,0.000373743682017155,0.0512251416025989
"Sutter County, California","American Indian or Alaska Native and White","05000US06101",8,995,134,745,108,995,134,745,108,60875,760,0.0122381930184805,0.00176753592672481,0.0877980861584812
"Sutter County, California","Asian and White","05000US06101",9,1330,410,550,212,1150,310,460,165,60875,760,0.0075564681724846,0.00270883001298708,0.217919951157114
"Sutter County, California","Black or African American and White","05000US06101",10,715,164,320,121,715,164,320,121,60875,760,0.00525667351129363,0.00198659596100998,0.229737897276752
"Sutter County, California","American Indian or Alaska Native and Black or African American","05000US06101",11,80,100,50,55,80,100,50,55,60875,760,0.00082135523613963,0.00090343256664303,0.668649939141574
"Sutter County, California","Remainder of Two or More Race Responses","05000US06101",12,840,396,540,297,810,396,510,294,60875,760,0.00837782340862423,0.00482843606419271,0.350355856019705
"Sutter County, California","Hispanic or Latino","05000US06101",13,29355,0,18690,0,22805,569,12555,523,60875,760,0.206242299794661,0.00819645484729006,0.0241591920209453
"Tehama County, California","American Indian or Alaska Native Alone","05000US06103",3,1015,249,870,202,1015,249,870,202,45220,469,0.0192392746572313,0.00446259107558301,0.141004345063665
"Tehama County, California","Asian Alone","05000US06103",4,970,97,695,60,795,147,540,91,45220,469,0.0119416187527643,0.00200856901122829,0.102248666765443
"Tehama County, California","Black or African American Alone","05000US06103",5,420,64,405,56,420,64,405,56,45220,469,0.0089562140645732,0.00123490143654278,0.0838188944582753
"Tehama County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06103",6,15,20,10,16,15,20,10,16,45220,469,0.000221141088014153,0.000353818307061625,0.972623941965148
"Tehama County, California","American Indian or Alaska Native and White","05000US06103",8,1200,245,815,195,1200,245,815,195,45220,469,0.0180229986731535,0.00430819791600843,0.145312405886513
"Tehama County, California","Asian and White","05000US06103",9,105,75,30,35,105,75,30,35,45220,469,0.000663423264042459,0.000773963223149764,0.709191832843613
"Tehama County, California","Black or African American and White","05000US06103",10,305,66,45,56,305,66,45,56,45220,469,0.000995134896063689,0.00123834708296686,0.756474908365571
"Tehama County, California","American Indian or Alaska Native and Black or African American","05000US06103",11,0,29,0,29,0,29,0,29,45220,469,0,0.000641309155241044,Inf
"Tehama County, California","Remainder of Two or More Race Responses","05000US06103",12,145,100,125,107,145,100,125,107,45220,469,0.00276426360017691,0.00236603595119601,0.520326544501318
"Tehama County, California","Hispanic or Latino","05000US06103",13,15625,0,9870,0,12845,451,7175,432,45220,469,0.158668730650155,0.00941049039063361,0.0360541288003518
